Customer_ID,Name,Gender,DoB,Address_1,Address_2,City,Zip,Country
1729,MRS.AMANDATRAN,F,07-26-1991,82180," Shannon Motorway Skyway"," Gilbert"," 30022"," US"
1730,MR.RYANMORGAN,M,10-17-1953,1631," Evans Lake Via"," Massapequa"," 30094"," US"
1731,MRS.KIMBERLYWEBER,F,11-13-1922,650," Griffith Crossroad Motorway"," Glendale"," 30037"," US"
1732,DR.KRISTINSANCHEZ,F,12-02-2017,64063," Campos Cape Tunnel"," West Des Moines"," 30040"," US"
1733,MR.COREYMILLER,M,03-03-1928,51000," Villanueva Trail Road"," Kearns"," 30092"," US"
1734,MR.KEVINMONTOYA,M,05-29-2014,7955," James Ville Dale"," Lino Lakes"," 30039"," US"
1735,MISSKELLYJENKINS,F,02-27-2012,361," Snyder Keys Roads"," North Lauderdale"," 30031"," US"
1736,MR.CHRISTOPHERGUZMAN,M,08-20-2005,31766," Barber Extension Cliff"," Gilbert"," 30009"," US"
1737,DR.DANIELBENNETT,M,05-07-1908,874," Victoria Ville Isle"," Yonkers"," 30016"," US"
1738,MR.SEANHARDY,M,01-25-1981,52930," Karen Corner Street"," Utica"," 30071"," US"
1739,DR.TYLERSULLIVAN,M,04-16-2010,3103," Mark Common Stravenue"," Granger"," 30030"," US"
1740,DR.JOHNSMITH,M,11-10-1961,969," Lamb Shoals Dam"," Evergreen Park"," 30024"," US"
1741,DR.DALEWILSON,M,04-24-1978,4792," Sarah Keys Lodge"," Grand Forks"," 30014"," US"
1742,MRS.FRANCESNELSON,F,06-11-1960,93359," Sara Squares Via"," Westchester"," 30022"," US"
1743,DR.JANENORTON,F,10-09-2017,2645," Johnson Ridge Well"," Bon Air"," 30088"," US"
1744,MRS.JESSICACOLLINS,F,02-14-1998,22107," Cochran Canyon Flat"," Copperas Cove"," 30072"," US"
1745,DR.ASHLEYHUDSON,F,12-15-1983,140," Robert Key Knoll"," Laguna Niguel"," 30047"," US"
1746,DR.ANTONIOMYERS,M,11-20-1957,2335," Cain Gateway Estate"," Carlsbad"," 30008"," US"
1747,MISSBRITTANYSOTO,F,02-22-1994,9137," Thomas Pass Fork"," Laguna Niguel"," 30068"," US"
1748,DR.THOMASTORRES,M,06-17-1964,4809," Rhodes Lakes Summit"," Huntley"," 30008"," US"
1749,MR.SCOTTVELEZ,M,04-20-2019,31249," Joshua Flats Crescent"," Woodbridge"," 30065"," US"
1750,DR.MICHAELDAVIS,M,01-14-1996,2699," Glover Rest Avenue"," West Des Moines"," 30048"," US"
1751,MR.JOHNMARTIN,M,05-20-2005,826," Moses Way Stravenue"," West Des Moines"," 30007"," US"
1752,MRS.HEIDIKIDD,F,04-18-2005,2811," Humphrey Ferry Forges"," Venice"," 30042"," US"
1753,DR.MAXMARKS,M,04-07-1921,8049," Ramos Curve Valley"," Scotch Plains"," 30041"," US"
1754,DR.MINDYSMITH,F,11-07-1978,102," Clark Street Cove"," Woodlawn"," 30037"," US"
1755,DR.BARRYROSE,M,04-26-1931,623," Humphrey Forge Stream"," Woodbridge"," 30043"," US"
1756,MRS.NATALIEHILL,F,07-20-1952,3596," Griffith River Shoal"," Laguna Niguel"," 30011"," US"
1757,DR.AMBERMURRAY,F,04-01-2009,2930," Bailey Square Village"," Kent"," 30087"," US"
1758,MRS.MORGANMASON,F,12-13-1929,622," Alexandria Key Stream"," Muskogee"," 30072"," US"
1759,DR.KELLYLOWE,M,02-10-2018,6770," Reed Plaza Trail"," Utica"," 30055"," US"
1760,MRS.DENISEGRIFFITH,F,12-04-1926,884," Cody Groves Forge"," Aurora"," 30002"," US"
1761,MRS.JORDANSCHMIDT,F,02-26-1984,278," Butler Run Mountain"," South Whittier"," 30021"," US"
1762,MR.KEVINCOLLIER,M,06-03-2002,3231," Brady Groves Greens"," Milledgeville"," 30036"," US"
1763,DR.ANTHONYPARSONS,M,12-07-1960,86," Stokes Island Forge"," Abilene"," 30004"," US"
1764,MRS.DONNAHOWARD,F,02-22-1968,49983," Alexander Corners Brook"," Davis"," 30085"," US"
1765,MR.SCOTTMARTINEZ,M,04-08-1911,875," White Fork Shoal"," Keene"," 30027"," US"
1766,MISSAMANDAWEAVER,F,09-18-1915,541," Joseph Street Mount"," South Whittier"," 30029"," US"
1767,MR.BRIANWATSON,M,08-11-1925,190," Barrett Fords Springs"," East Haven"," 30025"," US"
1768,MR.MIGUELBURKE,M,05-05-1980,2150," Brenda Pass Courts"," Aloha"," 30035"," US"
1769,MRS.DEBORAHROBINSON,F,05-01-1911,51383," Kenneth Parkway Greens"," Brentwood Estates"," 30053"," US"
1770,MRS.APRILSANDERS,F,11-03-1997,26753," Aaron Path Knolls"," American Canyon"," 30073"," US"
1771,DR.KIMBERLYNORTON,F,05-30-1952,34687," Peters Glens Course"," Peabody"," 30003"," US"
1772,MR.ROBERTDORSEY,M,02-26-2010,42026," Thompson Knolls Extensions"," Fitchburg"," 30045"," US"
1773,DR.PATRICIABENDER,F,04-07-1967,48620," White Underpass River"," Tyler"," 30078"," US"
1774,MRS.CYNTHIAESPINOZA,F,06-02-1965,574," Amy Hills Mills"," Rosemount"," 30007"," US"
1775,MRS.COURTNEYBERNARD,F,11-03-1960,649," John Port Hill"," Brunswick"," 30018"," US"
1776,MISSWENDYJACKSON,F,02-10-1928,81177," Renee Course Station"," Fairview Heights"," 30015"," US"
1777,DR.CHRISTOPHERPOWELL,M,06-23-1958,85601," Terry Rest Spring"," Lompoc"," 30008"," US"
1778,MR.MICHAELWELLS,M,03-24-1999,851," Alexander Throughway Park"," Santa Maria"," 30087"," US"
1779,MS.CINDYHARVEY,F,07-03-2000,97355," Brittney Oval Terrace"," Lutz"," 30064"," US"
1780,MISSCOURTNEYGENTRY,F,10-15-1966,753," Timothy Port Burgs"," Coralville"," 30079"," US"
1781,MRS.JEANNEWEBER,F,11-23-1912,909," Brown Orchard Meadow"," Kent"," 30045"," US"
1782,MISSMIRANDAHOGAN,F,11-06-1983,86525," Regina Square Stream"," Lino Lakes"," 30016"," US"
1783,DR.ANDREWMUELLER,M,12-05-1982,190," Jones Union Shore"," Sicklerville"," 30073"," US"
1784,MRS.RACHELRODRIGUEZ,F,10-29-1958,771," Cox Union Rest"," Clermont"," 30041"," US"
1785,MR.RONALDKNOX,M,02-07-2006,94032," Jones Island Lodge"," Brenham"," 30005"," US"
1786,MRS.EMILYDENNIS,F,08-18-1933,747," James Spurs Parkway"," Milledgeville"," 30055"," US"
1787,MRS.MEGANJOHNSON,F,06-14-1996,2348," Martha Estates Prairie"," Pekin"," 30069"," US"
1788,MR.EDWARDVALENTINE,M,02-16-1970,467," Ronald Forks Way"," Tupelo"," 30040"," US"
1789,DR.TONYROSS,M,03-15-1944,38240," Caitlin Squares Orchard"," Muskogee"," 30068"," US"
1790,MRS.MARYTUCKER,F,06-29-2003,5157," Boyd Junctions Rest"," Jersey City"," 30098"," US"
1791,MISSYOLANDAPRICE,F,08-14-2003,27256," Anderson Mall Trail"," Fairview Heights"," 30085"," US"
1792,DR.SARAHTHOMAS,F,03-29-1968,55520," Shane Ridge Spring"," Stockbridge"," 30007"," US"
1793,DR.VANESSARODRIGUEZ,F,02-21-1970,31550," Mccarty Isle Station"," Bridgeport"," 30011"," US"
1794,MR.JUSTINKELLY,M,05-01-1961,3378," Parker Creek Mall"," Bryn Mawr-Skyway"," 30020"," US"
1795,MR.LAWRENCEMARTINEZ,M,03-10-1961,70817," Matthew Via Island"," Waverly"," 30081"," US"
1796,MR.ERICTHOMAS,M,11-20-1984,111," Amanda Pike Harbor"," East Haven"," 30082"," US"
1797,MR.MARCHUNTER,M,08-29-1978,4522," Lewis Camp Passage"," Laguna Niguel"," 30043"," US"
1798,MR.KEVINMCCARTY,M,10-04-1966,32345," Thomas Station Cape"," Estelle"," 30096"," US"
1799,MR.LUISPETERS,M,09-02-1922,382," Allen Walks Burg"," Lompoc"," 30039"," US"
1800,MR.GREGORYPERRY,M,02-27-1972,4763," Taylor Parkway Glens"," Dumont"," 30079"," US"
1801,MRS.LORIHAMPTON,F,02-26-1980,1349," Bradley Mews Crossing"," Utica"," 30085"," US"
1802,MR.GLENNWILLIAMS,M,06-23-1972,491," Kimberly Forge Shoals"," Kaukauna"," 30046"," US"
1803,DR.SANDRAMITCHELL,F,04-10-1952,78578," Ann Glen Hills"," Sunnyside"," 30068"," US"
1804,MS.TERRISMITH,F,11-24-1922,546," Jeanette Street Well"," Opportunity"," 30064"," US"
1805,DR.ALYSSAMARKS,F,09-14-1969,631," Nicole Squares Rue"," Lower West Side"," 30083"," US"
1806,MR.DANIELORR,M,11-14-1973,772," John Pine Common"," Punta Gorda Isles"," 30004"," US"
1807,DR.PAMELAMERCADO,F,11-27-1917,5276," Pierce Bridge Tunnel"," Clermont"," 30024"," US"
1808,MRS.AMANDAHOWELL,F,04-25-1933,87975," Caitlin Lakes Plaza"," Mira Mesa"," 30033"," US"
1809,DR.KYLETUCKER,M,07-31-2010,30562," Brown Wells Inlet"," Murray"," 30043"," US"
1810,MRS.DEBORAHANDERSON,F,03-14-1968,4447," Harper River Plain"," Scottsdale"," 30034"," US"
1811,MR.TIMOTHYRICHARDSON,M,05-03-1922,80157," Williams Parkway Valley"," Brenham"," 30043"," US"
1812,MRS.JENNIFERMILLER,F,09-23-1933,571," Shepherd Corners Mission"," Coralville"," 30052"," US"
1813,MRS.MELISSASELLERS,F,05-26-1912,6854," Tasha Ville Knoll"," Murray"," 30064"," US"
1814,DR.JASONLONG,M,05-08-1989,413," Curtis Garden Underpass"," East Haven"," 30022"," US"
1815,DR.JAVIERJIMENEZ,M,10-20-1936,9908," Carrillo Mall Junctions"," Boston"," 30076"," US"
1816,MR.JAMESCOLEMAN,M,12-29-2003,446," Rachel Passage Spurs"," Encinitas"," 30040"," US"
1817,DR.VICTORIALEE,F,10-10-2018,869," Olsen Lodge Mountain"," Shreveport"," 30035"," US"
1818,DR.JENNIFERWADE,F,09-29-1941,158," Michelle Inlet Bridge"," Brunswick"," 30040"," US"
1819,MR.JUANGRIFFIN,M,10-06-1937,85836," House Square Walk"," Longview"," 30067"," US"
1820,DR.MICHAELWALKER,M,09-03-1955,925," Ortiz Hill Road"," Greenfield"," 30053"," US"
1821,DR.BILLLOPEZ,M,08-28-1959,94783," King Harbor Inlet"," South Lawndale"," 30030"," US"
1822,MR.RICHARDNORRIS,M,08-08-1922,97812," Jeremy Route Spurs"," Carlsbad"," 30095"," US"
1823,MS.JILLIANROWE,F,07-19-1963,2398," Malone Haven Parkway"," Palm Valley"," 30013"," US"
1824,MRS.ELIZABETHBENNETT,F,12-08-1939,24721," Gutierrez Gateway Hill"," North Tustin"," 30023"," US"
1825,MRS.LAURENSMITH,F,09-25-1956,1224," Salazar Cliffs Place"," Taunton"," 30054"," US"
1826,DR.JONMILES,M,04-27-1918,28243," Phillip Springs Ramp"," Rutland"," 30055"," US"
1827,DR.ERICROMERO,M,04-17-1987,66736," Michael Lake Ridges"," Tupelo"," 30016"," US"
1828,MRS.BRIDGETGARZA,F,10-29-1966,30889," Vega Mountains Groves"," Granger"," 30096"," US"
1829,MR.JONATHANTAYLOR,M,06-30-1945,8308," Osborne Prairie Crescent"," Vestavia Hills"," 30061"," US"
1830,DR.TAMARAMASON,F,10-28-2000,33996," Bob Parks Island"," Sun City Center"," 30060"," US"
1831,MR.BRUCEVILLEGAS,M,04-13-1966,324," Williams Forks Loop"," Newburgh"," 30018"," US"
1832,MR.STEPHENSTONE,M,11-20-1955,59496," Sampson Vista Hills"," Lower West Side"," 30023"," US"
1833,DR.JESUSSANTIAGO,M,06-29-1943,94894," Jerry Avenue Shoals"," Middle River"," 30096"," US"
1834,MRS.ALEXANDRIAMORALES,F,06-29-1989,57377," Jones Square Junction"," Westchester"," 30060"," US"
1835,MRS.HANNAHMONTOYA,F,07-27-1987,590," Stephanie Trafficway Heights"," Norco"," 30034"," US"
1836,MR.JOHNFLETCHER,M,02-14-1966,5413," Ross Canyon Port"," Scarsdale"," 30080"," US"
1837,DR.MATTHEWTHOMAS,M,03-29-1916,692," Joseph Club Crest"," Tupelo"," 30028"," US"
1838,MRS.JILLNICHOLSON,F,04-08-1921,4903," Cole Pike Fall"," Rosedale"," 30077"," US"
1839,MRS.MICHELLEEVERETT,F,01-19-1945,62021," Rocha Crescent Mission"," Aloha"," 30064"," US"
1840,MR.JOHNWISE,M,07-03-1943,46098," Jeffery Orchard Forest"," Muskogee"," 30037"," US"
1841,DR.CRAIGJIMENEZ,M,07-20-1926,5549," Edwards Expressway Run"," San Gabriel"," 30086"," US"
1842,DR.JILLPORTER,F,01-06-1938,662," Connor Harbors Point"," Kent"," 30004"," US"
1843,MS.RACHELLUCAS,F,09-17-1985,3240," Timothy Run Freeway"," South Lawndale"," 30081"," US"
1844,MR.JOHNJAMES,M,03-25-1916,6506," David Parkways Rue"," Mechanicsville"," 30084"," US"
1845,DR.TIMOTHYIBARRA,M,10-24-1944,758," Farrell Springs Lock"," Troutdale"," 30096"," US"
1846,MISSKAYLEECOLLINS,F,07-05-1970,99644," Key Station Neck"," Lexington"," 30041"," US"
1847,MRS.SARAHHERNANDEZ,F,10-13-1934,31470," Ball Expressway Mountain"," Grand Forks"," 30078"," US"
1848,MR.MICHAELHERNANDEZ,M,10-07-1936,789," Dodson Crescent Courts"," Belle Glade"," 30090"," US"
1849,MISSMELANIEJOHNSON,F,06-08-1993,9808," Smith Meadows Valleys"," West Des Moines"," 30086"," US"
1850,MRS.RENEECABRERA,F,11-23-2005,7433," Hart Dale Meadows"," Porterville"," 30067"," US"
1851,DR.ALEJANDROREYNOLDS,M,05-22-1955,12800," Jennifer Spring Rapid"," Bothell"," 30031"," US"
1852,MR.EDWARDHIGGINS,M,12-22-1964,58215," Joseph Plain Vista"," Bothell"," 30079"," US"
1853,DR.MARTINTHOMAS,M,11-09-1991,722," Rebecca Shoals Meadows"," Abilene"," 30017"," US"
1854,MRS.ROBERTAJOYCE,F,04-03-1982,46016," Collier Squares Keys"," Dumont"," 30052"," US"
1855,DR.COLEVAUGHN,M,10-08-1955,5969," Michelle Forges Drive"," Norwalk"," 30095"," US"
1856,DR.ALYSSAJOHNSTON,F,03-14-1982,49697," Bennett Village Villages"," Norwalk"," 30008"," US"
1857,MISSJULIEGONZALEZ,F,08-09-2017,639," Ernest Plain Mount"," Nampa"," 30090"," US"
1858,MRS.OLIVIAGEORGE,F,07-17-2012,31," Henry Skyway Harbor"," Bryn Mawr-Skyway"," 30062"," US"
1859,MS.JENNIFERMORRIS,F,05-05-1968,409," Susan Mount Roads"," Fresno"," 30012"," US"
1860,MISSASHLEYSMITH,F,10-09-1977,605," William Trail Gateway"," Iron River"," 30042"," US"
1861,MR.BRIANJONES,M,12-16-1914,498," Figueroa Lock Mountain"," Collinwood"," 30057"," US"
1862,MR.BRIANMCMAHON,M,08-29-1982,636," Michelle Drive Glen"," South Whittier"," 30070"," US"
1863,MRS.ELIZABETHSTANLEY,F,04-16-1979,846," Clark Squares Ridge"," Aurora"," 30080"," US"
1864,DR.JAMESJONES,M,09-01-1989,36," Katie Dam Summit"," Abilene"," 30088"," US"
1865,MS.CHERYLRAMSEY,F,10-22-2006,67820," Acevedo Lakes Tunnel"," Keene"," 30023"," US"
1866,MR.JAMESBRADLEY,M,03-23-2016,46233," Stephanie Coves Loop"," Jackson"," 30054"," US"
1867,DR.DOUGLASEVANS,M,09-03-1963,60118," Mccarthy Mall Plains"," Longview"," 30048"," US"
1868,MRS.STEPHANIEJOHNSON,F,08-28-1974,7106," David Lake Crescent"," Lompoc"," 30013"," US"
1869,MRS.GABRIELLAHOGAN,F,05-06-2000,863," Sabrina Land Manors"," Lebanon"," 30045"," US"
1870,MRS.APRILMONTGOMERY,F,07-31-1976,2749," Sherry Knolls Brook"," New Canaan"," 30025"," US"
1871,MISSMELANIEJONES,F,06-06-2003,4102," Stewart Forge Ranch"," North Lauderdale"," 30076"," US"
1872,MR.JERRYROBERTSON,M,10-12-2020,8045," Luis Vista Streets"," Iron River"," 30095"," US"
1873,MR.NORMANMEYER,M,03-20-1954,65854," Victoria Village Corners"," Peabody"," 30057"," US"
1874,MR.RAYMONDARROYO,M,08-03-2011,98059," Reyes Run Run"," Acworth"," 30063"," US"
1875,DR.CHRISTOPHERGORDON,M,08-16-1960,2495," Jessica Street Junction"," Hutchinson"," 30061"," US"
1876,MR.BENJAMINTAYLOR,M,11-06-1970,241," Sarah Underpass Loop"," American Canyon"," 30013"," US"
1877,MR.MICHAELHERNANDEZ,M,07-17-1922,6761," Emily Trafficway Forks"," Stockbridge"," 30076"," US"
1878,DR.JAMESTHOMAS,M,02-08-2009,24114," King Mountains Plains"," Brunswick"," 30018"," US"
1879,DR.ANNETTEGIBSON,F,08-18-1974,93538," Jessica Burgs Expressway"," Muskogee"," 30041"," US"
1880,DR.JESSICABROWN,F,09-22-2017,142," Nelson Heights Expressway"," Norco"," 30020"," US"
1881,MR.JESSECRAWFORD,M,10-19-1959,4178," Carpenter Drive Alley"," Taunton"," 30074"," US"
1882,MRS.KELLYHERNANDEZ,F,03-04-1925,49952," Christopher Gateway Route"," Glendale"," 30043"," US"
1883,MR.MATTHEWBRIDGES,M,07-20-1964,9612," Susan Cape Courts"," Venice"," 30083"," US"
1884,MRS.DESTINYALVAREZ,F,01-29-2003,2602," David Springs Ways"," Laguna Niguel"," 30064"," US"
1885,MR.RICHARDLEE,M,01-16-1944,11673," David Rest Forks"," Scotch Plains"," 30026"," US"
1886,DR.SHERRYJOHNSON,F,03-14-2004,573," Natalie Heights Meadows"," Westchester"," 30080"," US"
1887,MR.SCOTTBATES,M,02-16-2004,4816," Ellis Drives Estate"," Jackson"," 30071"," US"
1888,MR.CAMERONJACKSON,M,09-17-1927,53174," Mary Villages Route"," Sunnyside"," 30010"," US"
1889,MRS.RACHELNEWMAN,F,11-12-2004,5141," Judith Land Street"," Palestine"," 30068"," US"
1890,MR.DAVIDBELL,M,10-16-1979,722," Mackenzie Union Springs"," Iron River"," 30035"," US"
1891,DR.JENNIFERROBERTS,F,11-11-1909,11072," Nicholas Cape Wells"," Mechanicsville"," 30087"," US"
1892,MRS.CHERYLSCHULTZ,F,06-06-1941,44090," Melanie Fork Drive"," East Haven"," 30098"," US"
1893,MRS.BARBARAGILLESPIE,F,03-08-1978,12526," Karen Junctions Circles"," Milledgeville"," 30036"," US"
1894,DR.JONSMITH,M,05-02-1912,184," Skinner Field Drive"," Opportunity"," 30029"," US"
1895,MRS.MARISSAOSBORN,F,06-17-1944,5177," Powell Views Extension"," Kaukauna"," 30097"," US"
1896,MR.KYLEDAVIS,M,05-20-1922,6085," Jacobs Branch Springs"," West Des Moines"," 30074"," US"
1897,MR.JOSEMORRIS,M,09-21-1958,10015," Brown Turnpike Mountain"," Palestine"," 30016"," US"
1898,DR.ADAMANDERSON,M,04-22-1953,54568," Ward Wells Camp"," Brighton Beach"," 30076"," US"
1899,MR.SHAWNROBLES,M,04-13-2002,201," Munoz Plaza Manors"," Kaukauna"," 30023"," US"
1900,DR.JENNIFERLEE,F,04-18-1934,308," Derek Lake Throughway"," Ada"," 30012"," US"
1901,MRS.KAYLAGARCIA,F,03-28-2017,115," Brittany Brook Crest"," Lower West Side"," 30044"," US"
1902,DR.BRITTNEYLEWIS,F,07-31-1947,75903," Williams Fort Manor"," Brentwood Estates"," 30011"," US"
1903,DR.LINDSAYRICE,F,12-23-1958,96719," Shelby Roads Village"," San Juan"," 30002"," US"
1904,MRS.DANIELLEOBRIEN,F,06-08-1992,75557," James Trafficway Cape"," Evergreen Park"," 30060"," US"
1905,MS.VICKIEWHITE,F,03-08-2003,14219," Beasley Estate Bridge"," Malden"," 30006"," US"
1906,MRS.DEBORAHBELL,F,11-02-1996,5113," Carmen Pines Ville"," Dumont"," 30020"," US"
1907,MRS.PATRICIAWEBER,F,09-16-1905,37572," John Village Shores"," Opportunity"," 30046"," US"
1908,MISSBRIANASERRANO,F,02-14-2017,6223," Isaiah Gardens Parkway"," Scotch Plains"," 30024"," US"
1909,MR.JEFFREYGREEN,M,01-03-2016,5710," Vargas Viaduct Station"," Sun City Center"," 30099"," US"
1910,MR.VINCENTBARNES,M,07-13-1987,567," Kelli Crossing Burgs"," Massapequa"," 30002"," US"
1911,DR.ISAACCARRILLO,M,09-11-1950,9396," Cook Oval Plains"," Deltona"," 30086"," US"
1912,MS.GWENDOLYNJONES,F,10-04-1971,3968," Brooke Prairie Village"," Nampa"," 30050"," US"
1913,MRS.CLAIREHARTMAN,F,06-07-1977,23146," Debra Passage Mall"," Davis"," 30027"," US"
1914,MR.JULIANCHAVEZ,M,06-01-1947,1851," Russell Streets Loaf"," Saratoga Springs"," 30003"," US"
1915,DR.KIMMARTINEZ,F,08-09-1998,71," Villarreal Stravenue Ridge"," Odessa"," 30026"," US"
1916,MR.PAULGRIFFIN,M,05-23-1925,304," Anderson Spring Drives"," Searcy"," 30013"," US"
1917,MR.SAMUELBLAIR,M,02-03-1934,59050," Wheeler Loop Forks"," Claremont"," 30029"," US"
1918,MISSBETHGONZALEZ,F,12-13-1938,218," Madison Junctions Extensions"," Mira Mesa"," 30041"," US"
1919,MR.RICHARDLEWIS,M,01-28-1989,10712," Kevin Ford Forge"," Encinitas"," 30095"," US"
1920,MRS.SHELLYLUTZ,F,05-10-1986,534," Griffin Hills Path"," Kahului"," 30099"," US"
1921,MR.SHAWNKOCH,M,10-21-1933,6009," Benjamin Causeway Forges"," West Des Moines"," 30034"," US"
1922,MS.JASMINEJONES,F,04-11-1958,31243," Ortega Viaduct Garden"," Gilbert"," 30078"," US"
1923,MR.JAMESRICHARDSON,M,02-21-1944,1717," Michelle Villages Loaf"," Davis"," 30003"," US"
1924,DR.PATRICKJONES,M,11-20-1950,114," Erik Shoals Parkways"," Canton"," 30030"," US"
1925,DR.ROBINKNIGHT,F,12-25-1970,3118," Michael Groves Springs"," Taunton"," 30004"," US"
1926,MR.DAVIDCOOLEY,M,02-19-1957,78669," Morris Way Forest"," Opportunity"," 30046"," US"
1927,MR.NATHANRODRIGUEZ,M,07-27-2013,35769," Mccall Village Views"," Gates-North Gates"," 30099"," US"
1928,DR.SARAHJENSEN,F,05-23-1959,52938," Gonzales Station Rapid"," Chillum"," 30077"," US"
1929,MR.JOHNJACOBS,M,09-11-1933,835," Crawford Brook Center"," Keene"," 30007"," US"
1930,MR.LOGANHARRINGTON,M,01-04-1978,77498," Natasha Way Loop"," Greenville"," 30051"," US"
1931,MRS.MICHELLEZIMMERMAN,F,12-04-1946,21026," Rocha Extension Crossing"," Indio"," 30007"," US"
1932,DR.CONNORAYERS,M,08-13-1915,6431," Sanford Forks Crest"," Cypress Hills"," 30079"," US"
1933,MRS.MONICAHOFFMAN,F,10-21-2002,422," Odom Corner Walks"," Malden"," 30033"," US"
1934,MR.RANDALLSALINAS,M,02-24-2005,881," Melissa Neck View"," Port Richmond"," 30091"," US"
1935,MR.ZACHARYTORRES,M,10-12-1984,727," Smith Junction Glen"," Davis"," 30075"," US"
1936,MRS.GINASANCHEZ,F,06-27-1954,60320," Roberto Field Fields"," Bourbonnais"," 30019"," US"
1937,MR.CURTISDRAKE,M,01-18-1996,47994," David Lock Plain"," Massapequa"," 30010"," US"
1938,DR.CHRISTINEHEBERT,F,11-15-1944,21," Rogers Ford Ramp"," Acworth"," 30025"," US"
1939,MS.CATHERINEERICKSON,F,01-15-2001,3405," Timothy Garden Drive"," Kensington"," 30087"," US"
1940,MR.MARKJONES,M,04-03-1943,7113," Austin Stream Extension"," Dumont"," 30059"," US"
1941,DR.KEITHGARNER,M,05-11-2017,93659," Mendoza Roads Hollow"," Shreveport"," 30093"," US"
1942,MRS.DEBORAHDAVIS,F,09-23-1913,332," Morse Neck Spur"," Massapequa"," 30060"," US"
1943,MR.ANTHONYHEATH,M,02-07-1911,69," Roberts Mission Stream"," Jackson"," 30066"," US"
1944,DR.TIMOTHYGARRETT,M,10-01-1909,1263," Shepherd Radial Glen"," Front Royal"," 30013"," US"
1945,MR.DAVIDHARRIS,M,02-16-1981,883," Caroline Summit Turnpike"," Hutto"," 30030"," US"
1946,MR.ROBERTDANIELS,M,07-23-1984,1634," Robert Junctions Keys"," Brunswick"," 30018"," US"
1947,DR.JENNIFERWRIGHT,F,06-30-2001,2047," Smith Shores Stravenue"," Dumont"," 30019"," US"
1948,MR.ALEJANDROWILSON,M,10-15-1971,19856," Chapman Ville Summit"," Kearns"," 30081"," US"
1949,MRS.VALERIERIVERA,F,05-30-1975,819," Tyler Fall Mountain"," Front Royal"," 30075"," US"
1950,MRS.CAROLINESTANTON,F,08-07-1963,2508," Bean Corners Landing"," Toledo"," 30066"," US"
1951,DR.ERICASTEVENS,F,04-09-1919,4956," Carpenter Field Roads"," Porterville"," 30062"," US"
1952,MRS.CAROLWILLIAMS,F,03-14-1907,2720," Owens Avenue Forest"," Harrisburg"," 30078"," US"
1953,MR.CRAIGLONG,M,01-23-1937,2482," Robert Mount Mission"," Santa Maria"," 30035"," US"
1954,DR.TINASMITH,F,05-22-1920,1933," Clarke Lock Expressway"," American Canyon"," 30017"," US"
1955,MR.MICHAELJOHNSON,M,06-08-1964,62," Stephanie Shoals Brooks"," Camarillo"," 30056"," US"
1956,MRS.BEVERLYSMITH,F,12-30-1967,7819," Daniels Station Greens"," New Canaan"," 30003"," US"
1957,MS.MORGANLARSON,F,12-08-1911,535," Clifford Centers Mall"," Woodlawn"," 30082"," US"
1958,MR.NICHOLASCASEY,M,03-16-2005,1353," David Mission Extensions"," Far Rockaway"," 30035"," US"
1959,DR.WENDYTAYLOR,F,02-21-1916,347," Carter Junctions Lock"," Saratoga Springs"," 30002"," US"
1960,DR.CLINTONTHOMAS,M,11-25-2019,31087," Christina Port Locks"," Leland"," 30081"," US"
1961,DR.KATHERINEGARCIA,F,09-10-1905,15699," Rodriguez Fort Landing"," Waverly"," 30066"," US"
1962,DR.PARKERJAMES,M,10-02-1929,8840," Bradford Lane Inlet"," Norwalk"," 30027"," US"
1963,MR.BRIANRODRIGUEZ,M,05-27-1920,8342," Smith Villages Gateway"," Granger"," 30042"," US"
1964,DR.STACYHORTON,F,03-21-1938,3320," Tanya Rest Mill"," Collinwood"," 30084"," US"
1965,DR.ALEXBAKER,M,11-22-1954,3271," Teresa Union Forest"," Greenville"," 30094"," US"
1966,MRS.ABIGAILRUSSO,F,06-15-2016,299," Smith Cape Locks"," North Tustin"," 30005"," US"
1967,MRS.ALEXISDURHAM,F,04-05-1927,31565," Clark Prairie Ford"," Boston"," 30022"," US"
1968,MS.CYNTHIAROBINSON,F,03-09-1942,883," Stephanie Plains Square"," Far Rockaway"," 30053"," US"
1969,DR.KATHLEENDUNCAN,F,05-01-1992,9257," Dustin Underpass Course"," Nutley"," 30037"," US"
1970,MS.KIMBERLYFLETCHER,F,11-06-1957,69170," Lindsey Expressway Port"," Gainesville"," 30030"," US"
1971,MRS.JESSICAANDERSON,F,03-02-1957,451," Dan Streets Harbors"," Sun City Center"," 30091"," US"
1972,MR.ANDREWJORDAN,M,03-18-1950,9263," White Springs Green"," Morningside Heights"," 30024"," US"
1973,MRS.DEBORAHMARTINEZ,F,03-25-1956,176," Andrea Mission Center"," Norwalk"," 30014"," US"
1974,MR.ANTHONYPERRY,M,09-25-2015,85347," Julie Square Park"," Aurora"," 30027"," US"
1975,MRS.GAILBRADLEY,F,05-12-1953,6925," Johnson Estate Mountains"," Grand Forks"," 30037"," US"
1976,MR.CHRISTIANARCHER,M,06-21-1964,7070," Rodriguez Light Park"," Belle Glade"," 30032"," US"
1977,MISSHEATHERVAZQUEZ,F,04-27-1921,3183," Chambers Estate Lakes"," Keizer"," 30039"," US"
1978,MRS.KELLYMARTINEZ,F,03-25-1941,179," Charlotte Road View"," Keizer"," 30060"," US"
